,OID_,Join_Count,TARGET_FID,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,sl_county_ratio_cd,FID_Market_Cluster_Union,FID_Market_Cluster,Market_Cluster_ID,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST. JOHN'S,SUWANNEE,WALDO,Alachua_Main,Archer,Buck_Bay,Carol_Estates,Duck_Pond,EastGNV,EastMidtownEastA,Florida_Park,Gainesvilleish_Region,Golfview,HSBUI_2,Haile_Like,Hawthorne,Hickory_Forest,HighSpringsA,HighSpringsAGNV,HighSpringsAGNVSouth,HighSpringsB,High_Springs,High_Springs_Main,Highland,Jonesville,Kanapaha,Lincoln_Estates,Lugano,Metcalf,MidtownEast_A,MidtownEast_B,MidtownEast_C,Montery,Newnans_Lake,QuailCreek,Rural_North,Rural_South,San_Felasco,Sorrento,Split_Rock,Springtree,SummerCreek,Sweetwater,TC_Forest,Tioga,Tioga_A,Tioga_B,Turkey_Creek,Valwood,Waldo,WaldoRural,Westchester,WildsPlantation,swNewberry_A,swNewberry_B,landiness,in_subdivision,percent_good,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,sale_ratio,Assessment_Val
1777,1778,1,1778,13424,0.21,1006,1.0,ALACHUA,263000,2009,100,1006.0,2004,2025,0,-82.47596099,29.78960559,03195-002-079,0,30.0,418,15,20,0,0,2,2011,233213.02,1,2.0,8.0,Alachua_Main,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7161802152733137,True,0.85,12.221036508400587,203015.2764012328,205026.2764012328,0.7795675908792122,221539.0
1779,1780,1,1780,37109,0.17,1406,1.0,GAINESVILLE,280000,2000,100,1406.0,1998,2025,0,-82.37754377999998,29.69567724,06067-020-102,0,31.0,484,24,26,0,0,2,4832,174323.18,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5797649361736349,True,0.76,12.42537224398722,249040.85641808805,253872.85641808805,0.906688772921743,233167.99999999997
1780,1781,1,1781,31544,0.32,2091,1.1624432,GAINESVILLE,443000,2011,100,2090.5,2011,2025,0,-82.39186879,29.72645636,06009-030-014,0,273.5,400,13,13,0,0,3,2020,114310.12,1,30.0,42.0,QuailCreek,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0913222327974303,True,0.87,12.932737000407936,413634.0813126821,415654.0813126821,0.9382710639112463,374530.0
1782,1783,1,1783,75767,0.27,1565,1.0,GAINESVILLE,245000,2010,100,1389.0,1962,2025,0,-82.30888043999998,29.68051476,08203-034-000,0,312.0,0,14,62,0,0,2,384,324428.02,1,51.0,70.0,Highland,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.920803133922832,True,0.86,12.416846876863112,246926.71640306944,247310.71640306944,1.0094314955227324,207866.0
1784,1785,1,1785,66960,0.47,2656,1.1624432,ST. JOHN'S,375000,1995,100,2458.0,1981,2025,0,-82.37560655999998,29.59697767,07248-011-001,0,310.0,776,29,43,0,0,2,6527,148200.03,1,14.0,24.0,HighSpringsA,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6028795294212257,True,0.71,12.91851536047756,407793.1585415853,414320.1585415853,1.1048537561108942,312223.0
1785,1786,1,1786,29028,0.18,2081,1.1624432,ALACHUA,400000,2003,100,2080.5,2003,2025,0,-82.42315485999998,29.7558299,05900-504-003,0,229.5,559,21,21,0,0,2,1128,233328.06,1,37.0,50.0,Turkey_Creek,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6138687559485545,True,0.79,12.736525322005784,339940.30988075695,341068.30988075695,0.8526707747018923,338872.0
1786,1787,1,1787,58492,0.47,2976,1.1624432,ST. JOHN'S,892500,2016,100,2976.0,2016,2025,0,-82.4515882,29.62014522,06852-030-061,0,841.0,732,8,8,0,0,3,6490,125318.13,1,41.0,54.0,WildsPlantation,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.6028795294212257,True,0.92,13.508467708302511,735619.0792031809,742109.0792031809,0.8314947666142083,752134.9999999999
1787,1788,1,1788,76652,0.23,841,1.0,GAINESVILLE,215000,1995,100,841.0,1950,2025,0,-82.32772380999998,29.6842968,08365-000-000,0,110.0,0,29,74,0,0,1,374,324429.03,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7843878548231532,True,0.71,11.97561231333582,158833.58745536013,159207.58745536013,0.7405004067691169,182376.0
1788,1789,1,1789,65386,0.13,1577,1.1624432,ST. JOHN'S,385600,2013,100,1577.0,2013,2025,0,-82.42770679999998,29.58225015,07098-407-414,0,211.5,400,11,11,0,0,2,927,125332.02,1,18.0,29.0,HighSpringsB,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44334965707395607,True,0.89,12.710843416864538,331321.14708229824,332248.14708229824,0.861639385586873,326833.0
1790,1791,1,1791,21684,0.83,2386,1.0,SUWANNEE,340000,1995,100,2386.0,1973,2025,0,-82.47564074999998,29.65309844,04337-063-000,0,102.0,0,29,51,0,0,2,6392,215202.02,1,35.0,48.0,Tioga_A,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2.8306170413183347,True,0.71,12.770734652826768,351770.64053934935,358162.64053934935,1.0534195309980863,282608.0
1791,1792,1,1792,75180,0.2,1326,1.0,GAINESVILLE,218000,2005,100,1256.0,1965,2025,0,-82.30184294999998,29.67969617,08197-004-024,0,94.0,0,19,59,0,0,2,456,324427.01,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6820763954983939,True,0.81,12.369525957511916,235514.07509535912,235970.07509535912,1.0824315371346749,184844.0
1792,1793,1,1793,37088,0.17,1437,1.0,GAINESVILLE,315000,2004,100,1437.0,1997,2025,0,-82.37647398,29.6950586,06067-020-081,0,311.0,484,20,27,0,0,2,920,174323.18,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5797649361736349,True,0.8,12.490884103402218,265902.26711856213,266822.26711856213,0.8470548162494036,266830.0
1793,1794,1,1794,39297,0.25,1498,1.0,GAINESVILLE,275000,1995,100,1498.0,1973,2025,0,-82.37043447,29.69780648,06083-013-065,0,36.0,546,29,51,0,0,2,20518,154324.05,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8525954943729924,True,0.71,12.433610695472414,251101.04214920636,271619.0421492064,0.9877056078152959,213231.99999999997
1794,1795,1,1795,65206,0.2,1896,1.1624432,ST. JOHN'S,399000,2007,100,1896.0,2007,2025,0,-82.43440076,29.58049713,07098-205-236,0,276.0,420,17,17,0,0,2,756,125332.02,1,18.0,29.0,HighSpringsB,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6820763954983939,True,0.83,12.788010549231506,357900.59142214624,358656.59142214624,0.8988887003061309,338394.0
1796,1797,1,1797,65995,0.14,1486,1.0,ST. JOHN'S,320000,2012,100,1486.0,2005,2025,0,-82.34851718,29.6137008,07186-010-003,0,161.0,462,12,19,0,0,2,1336,148500.07,1,14.0,24.0,HighSpringsA,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47745347684887585,True,0.88,12.59500519760828,295081.0069946894,296417.0069946894,0.9263031468584044,270664.0
1797,1798,1,1798,36841,0.39,1428,1.0,GAINESVILLE,265000,2014,100,1428.0,1968,2025,0,-82.3732165,29.70121051,06066-022-000,0,28.0,0,10,56,0,0,2,640,174323.02,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3300489712218684,True,0.9,12.541969132890634,279838.8366062935,280478.8366062935,1.0584107041746924,224609.99999999997
1798,1799,1,1799,30900,0.06,1380,1.0,GAINESVILLE,275000,2000,100,1379.5,2000,2025,0,-82.39474001,29.72514504,06006-063-069,0,204.5,412,24,24,0,0,2,224,114310.09,1,30.0,42.0,QuailCreek,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.20462291864951818,True,0.76,12.347151556553545,230303.10233341545,230527.10233341545,0.8382803721215107,233526.0
1799,1800,1,1800,52358,0.93,2708,1.0,ST. JOHN'S,480000,2001,100,2708.0,1971,2025,0,-82.43357469999998,29.65679142,06656-500-027,0,56.0,576,23,53,0,0,2,6940,125305.05,2,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.1716552390675323,True,0.77,12.954765413745392,422846.88298752316,429786.88298752316,0.8953893395573399,401060.0
1800,1801,1,1801,59824,0.7,2630,1.1624432,ST. JOHN'S,650000,1995,100,2630.0,1989,2025,0,-82.43264275,29.61206619,06860-090-003,0,230.0,666,29,35,0,0,2,25979,125320.1,2,10.0,18.0,Haile_Like,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.3872673842443786,True,0.71,13.097602616805586,487771.63625056186,513750.63625056186,0.7903855942316337,526521.0
1801,1802,1,1802,39923,0.26,1703,1.0,GAINESVILLE,310000,1995,100,1482.0,1966,2025,0,-82.37069246,29.6787399,06095-006-002,0,257.0,520,29,58,0,0,2,1608,134325.31,1,27.0,38.0,MidtownEast_B,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8866993141479121,True,0.71,12.577957639018658,290093.23172950395,291701.23172950395,0.9409717152564644,261892.0
1803,1804,1,1804,102625,0.26,1092,1.0,HAWTHORNE,203500,2009,100,1092.0,1972,2025,0,-82.08157482,29.59994616,19558-100-004,0,64.0,0,15,52,0,0,2,432,315626.01,2,11.0,19.0,Hawthorne,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8866993141479121,False,0.85,11.931019931300131,151906.41680413162,152338.41680413162,0.7485917287672316,172543.0
1804,1805,1,1805,37527,0.34,1644,1.0,GAINESVILLE,285000,1995,100,1644.0,1973,2025,0,-82.3836777,29.69827969,06071-030-016,0,48.0,650,29,51,0,0,2,4980,174323.03,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1595298723472698,True,0.71,12.511282027220966,271381.8170365781,276361.8170365781,0.9696905860932564,237270.0
1806,1807,1,1807,92726,0.23,1208,1.0,ST. JOHN'S,205000,2007,100,1208.0,1963,2025,0,-82.28016323,29.63751018,16126-012-000,0,80.0,0,17,61,0,0,2,968,315411.02,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7843878548231532,True,0.83,12.094511957614069,178887.42164638653,179855.42164638653,0.8773435202262757,173281.99999999997
